Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
11673554193,"Jun 17, 2024, 1:49:32 PM",Afternoon Weight Training,Weight Training,,4014,0,156.0,12,false,,,activities/12455636936.fit.gz,,,4014.0,4014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,156.0,107.0,,,260.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11678893987,"Jun 18, 2024, 7:05:42 AM",Morning Run,Run,,2164,4.40,165.0,53,false,,,activities/12461114697.fit.gz,,,2164.0,2164.0,4400.0,3.854,2.033,0.0,0.0,0.0,0.0,0.0,0.0,,,122.0,76.0,165.0,151.0,,249.0,315.0,,,53.0,537936.0,,,,,,,,261.0,2165.0,,,0.0,,1.0,5704.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.033,0.0,,,,5448.0,,,165.0,166.0,,,,,,,,,,,""
11689637369,"Jun 19, 2024, 11:57:14 AM",Afternoon Workout,Workout,"",8867,0,155.0,38,false,,,activities/12472169426.fit.gz,,,8867.0,8867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,91.0,56.0,155.0,120.0,,,628.0,,,38.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11705176633,"Jun 21, 2024, 2:09:44 PM",Afternoon Run,Run,,2162,4.43,164.0,61,false,,,activities/12488156987.fit.gz,,,2162.0,2162.0,4430.0,3.128,2.049,0.0,0.0,0.0,0.0,0.0,0.0,,,120.0,78.0,164.0,155.0,,220.0,337.0,,,61.0,475832.0,,,,,,,,221.0,2163.0,,,0.0,,1.0,4929.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.049,0.0,,,,5620.0,,,119.0,141.0,,,,,,,,,,,""
11709848081,"Jun 22, 2024, 7:28:40 AM",Morning Weight Training,Weight Training,,4767,0,168.0,27,false,,,activities/12492973229.fit.gz,,,4767.0,4767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,123.0,,,396.0,,,27.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11718581090,"Jun 23, 2024, 6:16:26 AM",Morning Ride,Ride,,15518,64.74,177.0,137,false,,Unibike Viper,activities/12501985515.fit.gz,,14.7,15518.0,13956.0,64743.1,15.04,4.639,817.0,815.0,218.0,390.8,46.5,0.0,,,,,177.0,134.0,,112.0,1220.0,,26.0,137.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,4.172,8683.9,,,,,,,,,,,,,,,,,,,""
11728162254,"Jun 24, 2024, 2:06:29 PM",Afternoon Walk,Walk,,3587,3.97,112.0,7,false,,,activities/12511891959.fit.gz,,,3587.0,3570.0,3977.6,1.614,1.114,86.0,83.0,273.8,349.0,13.6,0.1,,,78.0,51.0,112.0,88.0,,,233.0,,30.0,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.109,0.0,,,,5958.0,,,,,,,,,,,,,,,""
11733669275,"Jun 25, 2024, 7:31:17 AM",Morning Run,Run,,1983,4.08,160.0,44,false,,,activities/12517547001.fit.gz,,,1983.0,1983.0,4080.0,4.016,2.057,0.0,0.0,0.0,0.0,0.0,0.0,,,124.0,77.0,160.0,149.0,,260.0,288.0,,,44.0,515080.0,,,,,,,,267.0,1984.0,,,0.0,,1.0,5431.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.057,0.0,,,,5046.0,,,159.0,170.0,,,,,,,,,,,""
11742288766,"Jun 26, 2024, 7:38:27 AM",Morning Weight Training,Weight Training,,3352,0,153.0,10,false,,,activities/12526268709.fit.gz,,,3352.0,3352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,153.0,108.0,,,225.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11750377422,"Jun 27, 2024, 6:40:22 AM",Morning Ride,Ride,,8632,42.46,176.0,133,false,,Unibike Viper,activities/12534598760.fit.gz,,14.7,8632.0,7561.0,42463.6,14.23,5.616,535.0,535.0,231.6,375.2,43.8,0.1,,,,,176.0,145.0,,142.0,867.0,,28.0,133.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,4.919,0.0,,,,,,,,,,,,,,,,,,,""
11768522202,"Jun 29, 2024, 2:04:45 PM",Afternoon Workout,Workout,"",1438,0,129.0,3,false,,,activities/12553311248.fit.gz,,,1438.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,74.0,55.0,129.0,98.0,,,84.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11789653259,"Jul 2, 2024, 11:32:42 AM",Afternoon Walk,Walk,,3658,3.29,111.0,5,false,,,activities/12575162772.fit.gz,,,3658.0,3029.0,3290.9,3.55,1.086,15.0,5.0,49.2,61.8,8.9,0.2,,,93.0,53.0,111.0,83.0,,,189.0,,27.0,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.9,259.7,,,,4608.0,,,,,,,,,,,,,,,""
11805268911,"Jul 4, 2024, 9:47:50 AM",Lunch Walk,Walk,,4034,3.97,127.0,6,false,,,activities/12591250129.fit.gz,,,4034.0,3607.0,3969.7,3.078,1.101,13.0,12.0,69.8,76.6,21.5,0.0,,,106.0,51.0,127.0,82.0,,,221.0,,24.0,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.984,1516.4,,,,5820.0,,,,,,,,,,,,,,,""
11806537179,"Jul 4, 2024, 1:00:26 PM",Afternoon Walk,Walk,,2750,3.47,128.0,7,false,,,activities/12592556260.fit.gz,,,2750.0,2703.0,3478.8,5.29,1.287,13.0,9.0,65.8,73.4,23.4,0.2,,,111.0,56.0,128.0,101.0,,,197.0,,25.0,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.265,126.7,,,,4808.0,,,,,,,,,,,,,,,""
11812514797,"Jul 5, 2024, 7:57:23 AM",Morning Ride,Ride,"",1203,7.29,170.0,16,false,,Unibike Viper,activities/12598727079.fit.gz,,14.7,1203.0,1203.0,7289.1,14.028,6.059,57.0,110.0,249.8,339.6,12.4,-0.7,,,,,170.0,139.0,,131.0,161.0,,27.0,16.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,6.059,0.0,,,,,,,,,,,,,,,,,,,""
11812744754,"Jul 5, 2024, 8:25:05 AM",Morning Weight Training,Weight Training,,2920,0,168.0,14,false,,,activities/12598966829.fit.gz,,,2920.0,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,121.0,,,245.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11812904954,"Jul 5, 2024, 9:21:38 AM",Lunch Ride,Ride,"",1615,7.26,167.0,16,false,,Unibike Viper,activities/12599133618.fit.gz,,14.7,1615.0,1587.0,7264.7,9.3,4.578,109.0,55.0,256.0,344.6,11.3,0.8,,,,,167.0,135.0,,130.0,199.0,,28.0,16.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,4.498,0.0,,,,,,,,,,,,,,,,,,,""
11821192512,"Jul 6, 2024, 7:26:02 AM",Morning Workout,Workout,"",15723,0,163.0,37,false,,,activities/12607713015.fit.gz,,,15723.0,15723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,107.0,57.0,163.0,96.0,,,567.0,,,37.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11832679548,"Jul 7, 2024, 12:50:35 PM",Afternoon Ride,Ride,"",21852,100.05,182.0,329,false,"",Unibike Viper,activities/12619602771.fit.gz,,14.7,21852.0,18693.0,100051.7,16.574,5.352,626.0,620.0,188.2,404.4,25.2,0.0,,,,,182.0,145.0,,120.0,1927.0,,25.0,329.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,4.579,6853.7,,,,,,,,,,,,,,,,,,,media/a20d0ff6-eb6b-408a-a4bc-6bd530276c11.jpg
11838798103,"Jul 8, 2024, 2:28:51 PM",Afternoon Walk,Walk,,6984,6.98,151.0,17,false,,,activities/12625960813.fit.gz,,,6984.0,6290.0,6984.5,3.155,1.11,141.0,141.0,289.4,359.2,36.9,0.1,,,103.0,54.0,151.0,101.0,,,449.0,,28.0,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1371.8,,,,9892.0,,,,,,,,,,,,,,,""
11852283139,"Jul 10, 2024, 7:47:50 AM",Morning Weight Training,Weight Training,,3081,0,166.0,14,false,,,activities/12639841098.fit.gz,,,3081.0,3081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,166.0,119.0,,,251.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,""
11859366652,"Jul 11, 2024, 4:30:34 AM",Morning Run,Run,,1424,3.95,193.0,73,false,,,activities/12647147946.fit.gz,,,1424.0,1424.0,3950.1,3.864,2.774,84.0,84.0,278.0,357.2,14.8,0.0,,,125.0,81.0,193.0,172.0,,284.0,260.0,,,73.0,405045.0,,,,,,,,291.0,1425.0,,,0.0,,1.0,4159.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.774,0.0,,,,3852.0,,,135.0,185.0,2.921,,,,,,,,,,""
11870939737,"Jul 12, 2024, 2:18:41 PM",Afternoon Workout,Workout,"",5353,0,131.0,17,false,,,activities/12659155571.fit.gz,,,5353.0,5353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,85.0,57.0,131.0,112.0,,,364.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,1646.0,,,,,,,,""
11875088786,"Jul 13, 2024, 6:58:17 AM",Morning Weight Training,Weight Training,"",2827,0,163.0,13,false,,,activities/12663451040.fit.gz,,,2827.0,2827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,163.0,123.0,,,256.0,,,13.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,""
11880557384,"Jul 13, 2024, 5:18:25 PM",Evening Ride,Ride,"",7547,15.41,171.0,28,false,,Unibike Viper,activities/12669117345.fit.gz,,14.7,7547.0,5302.0,15411.3,11.72,2.907,282.0,277.0,275.2,397.4,27.1,0.0,,,,,171.0,119.0,,81.0,461.0,,28.0,28.0,,,,,,,,,,,0.0,,0.0,,1.0,,1720889984.0,3.0,25.8,26.3,19.0,0.66,1011.8,2.6,5.4,331.0,0.4,1720838784.0,1720896384.0,0.125,13853240.0,,0.52,5.0,0.65,25946.5,0.0,,,,,0.0,2.042,4119.6,,,,,,,,,,,,,,,,,,,media/5cf87511-7cdf-47cb-80e6-8e5a2249407c.jpg|media/7ecd0604-458a-4e21-b2e0-fb654c6e21d8.jpg|media/3567ee53-2fa9-4435-baf7-ce8878cabba8.jpg
11889303351,"Jul 14, 2024, 3:52:46 PM",Odcina po 40 kilometrach 🚫🍌,Ride,Trudy bez jedzenia jechać,13254,50.44,178.0,133,false,,Unibike Viper,activities/12678192958.fit.gz,,14.7,13254.0,11965.0,50447.6,13.56,4.216,742.0,744.0,211.2,398.0,27.6,0.0,,,,,178.0,136.0,,109.0,1097.0,,26.0,133.0,,,,,,,,,,,0.0,,0.0,,1.0,,1720969216.0,2.0,26.2,28.2,19.6,0.67,1013.2,1.4,3.8,49.0,0.0,1720925184.0,1720982784.0,0.25,13853240.0,,0.7,5.0,0.4,28109.2,2.0,,,,,0.0,3.806,8171.5,,,,,,,,,,,,,,,,,,,""
11891309807,"Jul 15, 2024, 5:42:18 AM",Morning Run,Run,,2267,5.99,189.0,108,false,,,activities/12680297039.fit.gz,,,2267.0,2239.0,5997.8,4.106,2.679,106.0,101.0,273.0,357.2,13.8,0.0,,,92.0,81.0,189.0,170.0,,273.0,404.0,,,108.0,610902.0,,,,,,,,277.0,2269.0,,,0.0,,1.0,6244.0,1721019648.0,3.0,20.0,21.8,18.3,0.9,1015.8,0.6,1.7,70.0,0.0,1721011712.0,1721069056.0,0.375,,,0.05,5.0,0.68,19357.8,1.0,,,,,0.0,2.646,0.0,,,,6082.0,,,195.0,176.0,2.789,,,,,,,,,,""
11902193909,"Jul 16, 2024, 10:47:49 AM",Lunch zejście ze Szrenicy,Hike,"",12355,7.90,138.0,14,false,,,activities/12691560742.fit.gz,,,12355.0,6624.0,7900.2,3.24,1.193,101.0,703.0,704.8,1363.0,48.3,0.0,,,121.0,55.0,138.0,94.0,,,363.0,,,14.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721123968.0,3.0,21.7,21.3,17.1,0.75,1013.4,2.5,4.0,285.0,0.9,1721099008.0,1721156608.0,0.375,,,0.31,5.0,0.91,18741.0,5.0,,,,,0.0,0.639,2967.5,,,,11180.0,,,,,,,11180.0,,,,,,,,media/9e4bca8f-8ca7-4643-ba43-dc50fc13169f.jpg
11907829974,"Jul 17, 2024, 5:44:00 AM",Morning Run,Run,,2369,6.11,182.0,109,false,,,activities/12697367429.fit.gz,,,2369.0,2369.0,6109.3,4.182,2.579,159.0,156.0,638.6,772.6,16.3,0.1,,,94.0,80.0,182.0,168.0,,271.0,433.0,,,109.0,641617.0,,,,,,,,280.0,2370.0,,,0.0,,1.0,6608.8,1721192448.0,1.0,15.9,18.1,12.1,0.78,1019.4,1.3,3.2,233.0,0.0,1721185408.0,1721243008.0,0.375,,,0.17,5.0,0.15,25675.0,1.0,,,,,0.0,2.579,2292.6,,,,6380.0,,,208.0,178.0,2.79,,,,,,,,,,""
11910638708,"Jul 17, 2024, 10:37:31 AM",Lunch Walk,Hike,"",11003,4.87,131.0,12,false,,,activities/12700290111.fit.gz,,,11003.0,5632.0,4875.3,3.013,0.866,176.0,175.0,508.8,686.6,31.0,0.0,,,98.0,50.0,131.0,93.0,,,305.0,,,12.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721210368.0,3.0,20.4,18.8,11.6,0.57,1020.3,3.4,7.9,248.0,0.0,1721185536.0,1721243136.0,0.375,,,0.0,1.0,0.82,28055.0,4.0,,,,,0.0,0.443,3329.3,,,,7710.0,,,,,,,7710.0,,,,,,,,""
11921813320,"Jul 18, 2024, 8:38:07 AM",śnieżka i rozładowany zegarek,Hike,"",27512,18.75,143.0,47,false,,,activities/12711854441.fit.gz,,,27512.0,19211.0,18749.6,2.755,0.976,865.0,851.0,831.0,1610.2,46.2,-0.1,,,115.0,51.0,143.0,98.0,,,1164.0,,,47.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721289600.0,2.0,18.1,19.4,12.4,0.69,1024.2,1.1,4.1,14.0,0.0,1721271936.0,1721329280.0,0.375,,,0.03,5.0,0.57,26351.0,4.0,,,,,0.0,0.682,8712.1,,,,29422.0,,,,,,,29422.0,,,,,,,,media/8e77f75d-ffa4-4003-bddb-332ba46278bf.jpg
11924820419,"Jul 19, 2024, 5:26:45 AM",Morning Run,Run,"",2853,6.31,186.0,105,false,,,activities/12714970415.fit.gz,,,2853.0,2713.0,6318.7,4.86,2.329,186.0,191.0,623.8,775.0,34.0,-0.1,,,121.0,79.0,186.0,165.0,,250.0,473.0,,,105.0,649102.0,,,,,,,,263.0,2854.0,0.0,,0.0,,1.0,7040.6,1721365248.0,1.0,16.4,18.8,12.7,0.79,1022.6,0.9,2.7,122.0,0.0,1721358464.0,1721415680.0,0.375,,,0.0,1.0,0.18,25910.0,1.0,,,,,0.0,2.215,2793.4,,,,6826.0,,,223.0,168.0,2.596,,,,,,,,,,""
11928710801,"Jul 19, 2024, 1:18:41 PM",Afternoon Walk,Walk,,11457,5.40,158.0,15,false,,,activities/12719017909.fit.gz,,,11457.0,7102.0,5403.9,3.11,0.761,203.0,182.0,510.2,580.4,49.3,0.3,,,103.0,50.0,158.0,91.0,,,461.0,,28.0,15.0,,,,,,,,,,,,,0.0,,1.0,,1721394048.0,2.0,25.5,26.3,14.4,0.5,1020.1,2.3,5.0,65.0,0.0,1721358336.0,1721415424.0,0.375,,,0.0,1.0,0.45,28726.0,5.0,,,,,0.0,0.472,3280.2,,,,7386.0,,,,,,,,,,,,,,,""
11936808965,"Jul 20, 2024, 10:47:04 AM",Lunch Walk,Walk,,18848,7.91,199.0,18,false,,,activities/12727440553.fit.gz,,,18848.0,9069.0,7917.8,4.061,0.873,208.0,216.0,669.0,1027.8,33.6,0.0,,,120.0,50.0,199.0,87.0,,,570.0,,29.0,18.0,,,,,,,,,,,,,0.0,,1.0,,1721469568.0,3.0,22.5,22.6,12.1,0.52,1014.1,1.2,4.2,143.0,0.0,1721444992.0,1721501952.0,0.375,,,0.05,5.0,0.87,29059.0,4.0,,,,,0.0,0.42,2195.2,,,,11648.0,,,,,,,,,,,,,,,""
11941906447,"Jul 21, 2024, 9:21:17 AM",Lunch Walk,Walk,,1208,1.36,146.0,3,false,,,activities/12732765692.fit.gz,,,1208.0,1150.0,1366.4,2.246,1.188,45.0,44.0,307.8,352.0,24.1,0.0,,,62.0,53.0,146.0,107.0,,,99.0,,33.0,3.0,,,,,,,,,,,,,0.0,,1.0,,1721552384.0,1.0,26.1,28.8,14.8,0.5,1009.4,1.1,3.9,204.0,0.0,1721531520.0,1721588480.0,0.375,,,0.0,1.0,0.0,31463.0,6.0,,,,,0.0,1.131,89.7,,,,1862.0,,,,,,,,,,,,,,,""
11942896804,"Jul 21, 2024, 10:39:32 AM",Lunch Walk,Walk,,2518,1.93,115.0,4,false,,,activities/12733792048.fit.gz,,,2518.0,2182.0,1931.4,1.89,0.885,41.0,39.0,182.6,204.6,20.8,0.0,,,80.0,49.0,115.0,94.0,,,149.0,,34.0,4.0,,,,,,,,,,,,,0.0,,1.0,,1721555968.0,1.0,28.2,30.5,15.2,0.45,1008.9,1.4,4.4,168.0,0.0,1721531392.0,1721588480.0,0.375,,,0.0,1.0,0.02,32106.0,7.0,,,,,0.0,0.767,531.4,,,,2808.0,,,,,,,,,,,,,,,""
11951769628,"Jul 22, 2024, 11:28:09 AM",Afternoon Workout,Workout,"",8002,0,162.0,20,false,,,activities/12743041360.fit.gz,,,8002.0,8002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,120.0,52.0,162.0,100.0,,,433.0,,,20.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,4426.0,,,,,,,,""
11952219473,"Jul 22, 2024, 2:34:08 PM",Afternoon Run,Run,,1220,4.44,190.0,72,false,,,activities/12743506706.fit.gz,,,1220.0,1220.0,4440.0,4.632,3.639,0.0,0.0,0.0,0.0,0.0,0.0,,,112.0,83.0,190.0,176.0,,343.0,237.0,,,72.0,418295.0,,,,,,,,349.0,1221.0,,,0.0,,1.0,4440.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.639,0.0,,,,3348.0,,,167.0,222.0,,,,,,,,,,,""
11953787981,"Jul 22, 2024, 4:50:49 PM",Evening Workout,Workout,"",4372,0,168.0,17,false,,,activities/12745123585.fit.gz,,,4372.0,4372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,86.0,59.0,168.0,121.0,,,388.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,960.0,,,,,,,,""
11958190688,"Jul 23, 2024, 8:01:45 AM",Morning Weight Training,Weight Training,,2545,0,153.0,7,false,,,activities/12749680902.fit.gz,,,2545.0,2545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,153.0,107.0,,,184.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,""
11974921056,"Jul 25, 2024, 5:35:20 AM",Morning Run,Run,,2450,6.54,189.0,121,false,,,activities/12766983088.fit.gz,,,2450.0,2442.0,6549.0,4.364,2.682,155.0,152.0,294.2,367.2,17.4,0.0,,,91.0,80.0,189.0,171.0,,278.0,454.0,,,121.0,680595.0,,,,,,,,293.0,2451.0,,,0.0,,1.0,6985.2,1721883648.0,3.0,15.3,12.3,13.5,0.89,1014.1,4.7,8.7,309.0,0.1,1721876352.0,1721932416.0,0.625,,,0.55,5.0,0.77,18065.7,1.0,,,,,0.0,2.673,771.9,,,,6574.0,,,237.0,187.0,2.86,,,,,,,,,,""
11984612294,"Jul 26, 2024, 8:07:17 AM",pilica,Kayaking,"",7106,8.48,153.0,17,false,,,activities/12777054811.fit.gz,,,7106.0,5483.0,8480.0,2.65,1.547,4.5,12.0,230.9,240.7,5.9,-0.1,,,47.0,30.0,153.0,107.0,,,383.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,,1721980800.0,2.0,20.1,21.5,10.5,0.54,1014.5,1.3,4.0,302.0,0.0,1721962752.0,1722018816.0,0.625,,,0.0,1.0,0.4,30580.8,4.0,,,,,0.0,1.193,8480.0,,,,,,,,,,,,,,,,,,,""
11993568967,"Jul 27, 2024, 11:34:01 AM",Afternoon Walk,Walk,,4451,5.06,147.0,13,false,,,activities/12786388247.fit.gz,,,4451.0,4413.0,5066.6,2.274,1.148,200.0,194.0,287.4,343.8,40.7,0.1,,,120.0,52.0,147.0,105.0,,,343.0,,31.0,13.0,,,,,,,,,,,,,0.0,,1.0,,1722077952.0,2.0,28.5,28.8,14.7,0.43,1016.0,2.4,5.6,202.0,0.0,1722049408.0,1722104960.0,0.625,,,0.0,1.0,0.58,32360.6,5.0,,,,,0.0,1.138,2737.4,,,,7478.0,,,,,,,,,,,,,,,""
11999269440,"Jul 28, 2024, 5:40:03 AM",Ślepe uliczki komoota,Run,"",5695,12.47,180.0,174,false,,,activities/12792350668.fit.gz,,,5695.0,5602.0,12472.8,3.884,2.226,270.0,267.0,260.4,357.0,31.4,0.0,,,92.0,76.0,180.0,158.0,,222.0,882.0,,,174.0,1237969.0,,,,,,,,236.0,5696.0,0.0,,0.0,,1.0,13296.9,1722142848.0,3.0,22.6,22.0,15.5,0.64,1014.0,2.9,6.0,236.0,0.0,1722135808.0,1722191360.0,0.75,,,0.43,5.0,0.85,28848.8,1.0,,,,,0.0,2.19,1616.7,,,,14256.0,,,356.0,150.0,2.374,,,,,,,,,,""
12008116713,"Jul 29, 2024, 8:04:29 AM",Morning Ride,Ride,,1019,7.23,166.0,11,false,,Unibike Viper,activities/12801578635.fit.gz,,14.7,1019.0,1019.0,7239.0,14.444,7.104,60.0,114.0,249.8,338.8,12.0,-0.7,,,,,166.0,134.0,,165.0,138.0,,25.0,11.0,,,,,,,,,,,,,0.0,,1.0,,1722240000.0,8.0,19.3,17.3,11.3,0.6,1021.5,6.8,12.1,297.0,0.0,1722222336.0,1722277632.0,0.875,13853240.0,,0.0,1.0,0.15,28924.3,4.0,,,,,0.0,7.104,0.0,,,,,,,,,,,,,,,,,,,""
12008658042,"Jul 29, 2024, 8:31:04 AM",Morning Weight Training,Weight Training,,2942,0,141.0,7,false,,,activities/12802145035.fit.gz,,,2942.0,2942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,141.0,102.0,,,181.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,""
12008658613,"Jul 29, 2024, 9:27:25 AM",Lunch Ride,Ride,,1671,7.25,151.0,9,false,,Unibike Viper,activities/12802145619.fit.gz,,14.7,1671.0,1671.0,7255.6,8.972,4.342,117.0,60.0,250.4,340.6,14.3,0.8,,,,,151.0,125.0,,120.0,183.0,,26.0,9.0,,,,,,,,,,,,,0.0,,1.0,,1722243584.0,1.0,20.5,18.5,11.4,0.56,1021.5,6.6,12.2,294.0,0.0,1722222336.0,1722277632.0,0.875,13853240.0,,0.0,1.0,0.19,28817.4,5.0,,,,,0.0,4.342,0.0,,,,,,,,,,,,,,,,,,,""
12010742465,"Jul 29, 2024, 2:49:32 PM",Afternoon Walk,Walk,,1247,1.51,94.0,2,false,,,activities/12804313570.fit.gz,,,1247.0,1247.0,1510.5,2.805,1.211,6.0,50.0,286.2,336.8,21.7,-3.0,,,57.0,53.0,94.0,83.0,,,79.0,,28.0,2.0,,,,,,,,,,,,,0.0,,1.0,,1722261632.0,1.0,23.1,21.5,10.2,0.44,1019.9,6.4,11.3,308.0,0.0,1722222336.0,1722277632.0,0.875,,,0.0,1.0,0.24,30433.9,3.0,,,,,0.0,1.211,230.7,,,,2156.0,,,,,,,,,,,,,,,""
